,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error
88,0.5334148406982422,0.016156375654873326,0.004786825180053711,0.00039892230853477153,0.1,0.01,9,400,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 400}",0.9832033770164332,0.9536921539081531,0.9507544286252086,0.9094006073048398,0.992428373734093,0.9578957881177456,0.029166506966935433,55,-0.04862289317152946,-0.08716405187296654,-0.08772556480519371,-0.12278712781021975,-0.035270463923882,-0.0763140203167583,0.031173925952402995,55
45,0.11865181922912597,0.001312936703937738,0.004387950897216797,0.0004886361086223201,0.01,1,3,100,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 100}",0.9755634909170313,0.9592505073329152,0.9575054097551774,0.9149403198768533,0.979464748137298,0.957344895203855,0.022904192868242624,57,-0.05864748485411892,-0.08176571201674458,-0.08149095466806358,-0.1189740018617506,-0.05808534917959278,-0.0797927005160541,0.02218233740669937,74
46,0.23112993240356444,0.002294635767750617,0.004587841033935547,0.0007974268765733252,0.01,1,3,200,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 200}",0.9755634909170313,0.9592505072950738,0.9575054097551774,0.9149403198768533,0.979464748137298,0.9573448951962868,0.022904192867612947,58,-0.05864748485411892,-0.08176571205470987,-0.08149095466806358,-0.1189740018617506,-0.05808534917959278,-0.07979270052364715,0.022182337407374735,75
47,0.342173433303833,0.003809272442196848,0.004188823699951172,0.00039908898418695077,0.01,1,3,300,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 300}",0.9755634909170313,0.9592505072572323,0.9575054097551774,0.9149403198768533,0.979464748137298,0.9573448951887185,0.02290419286698327,59,-0.05864748485411892,-0.0817657120926752,-0.08149095466806358,-0.1189740018617506,-0.05808534917959278,-0.07979270053124023,0.0221823374080501,76
48,0.4492215633392334,0.0054326468902853794,0.0045872688293457035,0.0004885002619219768,0.01,1,3,400,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 400}",0.9755634909170313,0.9592505072193906,0.9575054097551774,0.9149403198768533,0.979464748137298,0.9573448951811502,0.02290419286635359,60,-0.05864748485411892,-0.08176571213064061,-0.08149095466806358,-0.1189740018617506,-0.05808534917959278,-0.0797927005388333,0.02218233740872547,77
49,0.559229850769043,0.008156408749942428,0.004588079452514648,0.000488577935117039,0.01,1,3,500,"{'gamma': 0.01, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 500}",0.9755634909170313,0.959250507181549,0.9575054097551774,0.9149403198768533,0.979464748137298,0.9573448951735818,0.022904192865723913,61,-0.05864748485411892,-0.0817657121686061,-0.08149095466806358,-0.1189740018617506,-0.05808534917959278,-0.0797927005464264,0.02218233740940084,78
82,0.3744076728820801,0.0021746346704267345,0.004787445068359375,0.0003985169224134821,0.1,0.01,6,300,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 300}",0.9816199174212726,0.9523952987085516,0.9481858506397831,0.9089759805117054,0.9908898808397054,0.9564133856242037,0.02883797054499516,62,-0.05086318348508034,-0.0883761426651675,-0.08998430547411876,-0.12307453456758066,-0.03868820820114495,-0.07819727487861844,0.030214667891278236,57
87,0.3870508670806885,0.008701899639154884,0.004493904113769531,0.00045118092532461237,0.1,0.01,9,300,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 300}",0.9816199174212726,0.9523952987085516,0.9481858506397831,0.9089759805117054,0.9908898808397054,0.9564133856242037,0.02883797054499516,62,-0.05086318348508034,-0.0883761426651675,-0.08998430547411876,-0.12307453456758066,-0.03868820820114495,-0.07819727487861844,0.030214667891278236,57
117,0.4367509365081787,0.007478661462803175,0.004787158966064453,0.00039861257498758924,0.1,1,9,300,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 9, 'n_estimators': 300}",0.9707526674421303,0.9525922362835131,0.9500524224068394,0.9119143636655367,0.9940818189467459,0.9558787017489531,0.027049297323261137,64,-0.06416126846522159,-0.08819315001436517,-0.08834862559927674,-0.12107172924182266,-0.031182484217014948,-0.07859145150754024,0.029825524032422657,64
112,0.40054569244384763,0.004674048819353766,0.00438838005065918,0.0004883833215987457,0.1,1,6,300,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 6, 'n_estimators': 300}",0.9707526674421303,0.9525922362835131,0.9500524224068394,0.9119143636655367,0.9940818189467459,0.9558787017489531,0.027049297323261137,64,-0.06416126846522159,-0.08819315001436517,-0.08834862559927674,-0.12107172924182266,-0.031182484217014948,-0.07859145150754024,0.029825524032422657,64
115,0.15150394439697265,0.002053280119134007,0.004787349700927734,0.00039882696969021004,0.1,1,9,100,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 9, 'n_estimators': 100}",0.9707526674421303,0.9525922362835131,0.9500524224068394,0.9119143636655367,0.9940818189467459,0.9558787017489531,0.027049297323261137,64,-0.06416126846522159,-0.08819315001436517,-0.08834862559927674,-0.12107172924182266,-0.031182484217014948,-0.07859145150754024,0.029825524032422657,64
114,0.664858627319336,0.006985683401101387,0.004588127136230469,0.0004883245778604253,0.1,1,6,500,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 6, 'n_estimators': 500}",0.9707526674421303,0.9525922362835131,0.9500524224068394,0.9119143636655367,0.9940818189467459,0.9558787017489531,0.027049297323261137,64,-0.06416126846522159,-0.08819315001436517,-0.08834862559927674,-0.12107172924182266,-0.031182484217014948,-0.07859145150754024,0.029825524032422657,64
110,0.13983759880065919,0.0005033688407726123,0.004387903213500977,0.0004880911626584169,0.1,1,6,100,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 6, 'n_estimators': 100}",0.9707526674421303,0.9525922362835131,0.9500524224068394,0.9119143636655367,0.9940818189467459,0.9558787017489531,0.027049297323261137,64,-0.06416126846522159,-0.08819315001436517,-0.08834862559927674,-0.12107172924182266,-0.031182484217014948,-0.07859145150754024,0.029825524032422657,64
111,0.2701889514923096,0.002260403703123185,0.004388236999511718,0.0004884025536674527,0.1,1,6,200,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 6, 'n_estimators': 200}",0.9707526674421303,0.9525922362835131,0.9500524224068394,0.9119143636655367,0.9940818189467459,0.9558787017489531,0.027049297323261137,64,-0.06416126846522159,-0.08819315001436517,-0.08834862559927674,-0.12107172924182266,-0.031182484217014948,-0.07859145150754024,0.029825524032422657,64
113,0.5346914291381836,0.007117567211492763,0.004587936401367188,0.0004884612973379747,0.1,1,6,400,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 6, 'n_estimators': 400}",0.9707526674421303,0.9525922362835131,0.9500524224068394,0.9119143636655367,0.9940818189467459,0.9558787017489531,0.027049297323261137,64,-0.06416126846522159,-0.08819315001436517,-0.08834862559927674,-0.12107172924182266,-0.031182484217014948,-0.07859145150754024,0.029825524032422657,64
116,0.29501924514770506,0.004780459580867135,0.00438995361328125,0.00037378566205960545,0.1,1,9,200,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 9, 'n_estimators': 200}",0.9707526674421303,0.9525922362835131,0.9500524224068394,0.9119143636655367,0.9940818189467459,0.9558787017489531,0.027049297323261137,64,-0.06416126846522159,-0.08819315001436517,-0.08834862559927674,-0.12107172924182266,-0.031182484217014948,-0.07859145150754024,0.029825524032422657,64
119,0.731714916229248,0.017160411687960522,0.004388189315795899,0.0004885387300577005,0.1,1,9,500,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 9, 'n_estimators': 500}",0.9707526674421303,0.9525922362835131,0.9500524224068394,0.9119143636655367,0.9940818189467459,0.9558787017489531,0.027049297323261137,64,-0.06416126846522159,-0.08819315001436517,-0.08834862559927674,-0.12107172924182266,-0.031182484217014948,-0.07859145150754024,0.029825524032422657,64
118,0.5821887016296386,0.009158978004033756,0.004987001419067383,8.792442757885826e-07,0.1,1,9,400,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 9, 'n_estimators': 400}",0.9707526674421303,0.9525922362835131,0.9500524224068394,0.9119143636655367,0.9940818189467459,0.9558787017489531,0.027049297323261137,64,-0.06416126846522159,-0.08819315001436517,-0.08834862559927674,-0.12107172924182266,-0.031182484217014948,-0.07859145150754024,0.029825524032422657,64
107,0.34107227325439454,0.00032230218241748065,0.004587984085083008,0.0004890838932756114,0.1,1,3,300,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 300}",0.9930412064061124,0.9496239856512059,0.9405120312241707,0.9119143636655367,0.9835657604374949,0.9557314694769042,0.029514862846030814,74,-0.031296573189945005,-0.09091216952476637,-0.09641778555065195,-0.12107172924182266,-0.05196266233281418,-0.07833218396800003,0.03231010400466463,59
109,0.5614245414733887,0.001978722218341328,0.004787540435791016,0.0003988031100375737,0.1,1,3,500,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 500}",0.9930412064061124,0.9496239856512059,0.9405120312241707,0.9119143636655367,0.9835657604374949,0.9557314694769042,0.029514862846030814,74,-0.031296573189945005,-0.09091216952476637,-0.09641778555065195,-0.12107172924182266,-0.05196266233281418,-0.07833218396800003,0.03231010400466463,59
105,0.1191861629486084,0.0007052810218475812,0.004387998580932617,0.0004883052449365598,0.1,1,3,100,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 100}",0.9930412064061124,0.9496239856512059,0.9405120312241707,0.9119143636655367,0.9835657604374949,0.9557314694769042,0.029514862846030814,74,-0.031296573189945005,-0.09091216952476637,-0.09641778555065195,-0.12107172924182266,-0.05196266233281418,-0.07833218396800003,0.03231010400466463,59
108,0.4508373737335205,0.0018062132081307673,0.004787540435791016,0.00039904141444597796,0.1,1,3,400,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 400}",0.9930412064061124,0.9496239856512059,0.9405120312241707,0.9119143636655367,0.9835657604374949,0.9557314694769042,0.029514862846030814,74,-0.031296573189945005,-0.09091216952476637,-0.09641778555065195,-0.12107172924182266,-0.05196266233281418,-0.07833218396800003,0.03231010400466463,59
106,0.23059353828430176,0.0017718367751302225,0.004587841033935547,0.000488480335493404,0.1,1,3,200,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 200}",0.9930412064061124,0.9496239856512059,0.9405120312241707,0.9119143636655367,0.9835657604374949,0.9557314694769042,0.029514862846030814,74,-0.031296573189945005,-0.09091216952476637,-0.09641778555065195,-0.12107172924182266,-0.05196266233281418,-0.07833218396800003,0.03231010400466463,59
16,0.23160786628723146,0.0012427147602027341,0.004786396026611328,0.0003983562974437071,0.01,0.01,3,200,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200}",0.9701712510902003,0.937316903817327,0.9318187064534912,0.9034521009848726,0.9743580701828143,0.943423406505741,0.02623762302555978,79,-0.0647958705168681,-0.10141106412229742,-0.1032226967081828,-0.12675398184258982,-0.06490706047383109,-0.09221813473275384,0.024067448649694456,79
26,0.24798226356506348,0.0036202953978529697,0.004587984085083008,0.0004888893183867401,0.01,0.01,9,200,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 200}",0.964978788134782,0.938508560361065,0.9341356109406411,0.9038580614638646,0.9751976372161925,0.9433357316233091,0.02509993293758852,80,-0.0702094215296391,-0.10044248533959774,-0.10145370612818146,-0.12648721626358989,-0.0638356250817832,-0.09248569086855828,0.022877491341433343,81
21,0.2455698013305664,0.002851616681823283,0.004388093948364258,0.0004891034511048573,0.01,0.01,6,200,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200}",0.964978788134782,0.938508560361065,0.9341356109406411,0.9038580614638646,0.9751976372161925,0.9433357316233091,0.02509993293758852,80,-0.0702094215296391,-0.10044248533959774,-0.10145370612818146,-0.12648721626358989,-0.0638356250817832,-0.09248569086855828,0.022877491341433343,81
76,0.23119206428527833,0.0013234715907175607,0.004587554931640625,0.0004883441940357798,0.1,0.01,3,200,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200}",0.9731419116028334,0.9374734646379415,0.935415886464671,0.8980588521954603,0.97171027220059,0.9431600774202993,0.02771445319040904,82,-0.06148474258371943,-0.10128433996054416,-0.10046283606416921,-0.13024616868492794,-0.06817591445719406,-0.09233080035011096,0.0249752230204359,80
86,0.25034680366516116,0.007269588171656416,0.005186271667480469,0.0009772916093929956,0.1,0.01,9,200,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 200}",0.9626697439495738,0.9369208348720711,0.9299829945731485,0.8980588521954603,0.9721879358657525,0.9399640722912013,0.0261490175219055,83,-0.07248702803902322,-0.10173094721295257,-0.10460305024955174,-0.13024616868492794,-0.06759789911591016,-0.09533301866047313,0.02296506548513116,83
81,0.24437241554260253,0.003410070241880501,0.004388141632080078,0.0007981420146404608,0.1,0.01,6,200,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200}",0.9626697439495738,0.9369208348720711,0.9299829945731485,0.8980588521954603,0.9721879358657525,0.9399640722912013,0.0261490175219055,83,-0.07248702803902322,-0.10173094721295257,-0.10460305024955174,-0.13024616868492794,-0.06759789911591016,-0.09533301866047313,0.02296506548513116,83
15,0.11869521141052246,0.0009635162979343137,0.0045872688293457035,0.0004882079633833859,0.01,0.01,3,100,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100}",0.8183322795843153,0.8109978440257601,0.7923635533243736,0.7890533646176914,0.837176915996594,0.8095847915097469,0.017651918499622523,85,-0.1599074482552873,-0.17609357035476442,-0.18013345406194148,-0.18735983649846474,-0.16355904863381618,-0.17341067156085482,0.010260257958633397,85
20,0.12457861900329589,0.0016431874794253305,0.004587888717651367,0.00048803284965188027,0.01,0.01,6,100,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100}",0.8098097134166923,0.8126230503859271,0.7960796494226203,0.7890533646176914,0.8379320088769218,0.8090995573439705,0.016826154827315042,86,-0.1636153237780324,-0.17533483225152038,-0.17851424077908243,-0.18735983649846474,-0.16317935495439784,-0.17360071765229956,0.009217115662603225,86
25,0.12357473373413086,0.0012409628823076893,0.0045872688293457035,0.0004887918041973883,0.01,0.01,9,100,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 100}",0.8098097134166923,0.8126230503859271,0.7960796494226203,0.7890533646176914,0.8379320088769218,0.8090995573439705,0.016826154827315042,86,-0.1636153237780324,-0.17533483225152038,-0.17851424077908243,-0.18735983649846474,-0.16317935495439784,-0.17360071765229956,0.009217115662603225,86
75,0.11899018287658691,0.0008175060394728778,0.004388046264648437,0.0004881695576788862,0.1,0.01,3,100,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100}",0.8191622818044395,0.8117845838423507,0.7916184221554989,0.7882803342396546,0.8337998618258241,0.8089290967735536,0.0170731232437136,88,-0.15954173804365818,-0.17572668486941048,-0.18045638110478116,-0.18770281992150487,-0.16524650309104563,-0.17373482540608004,0.01017592286248858,88
85,0.12477989196777343,0.0011400923413029751,0.004188966751098633,0.0003986598308787297,0.1,0.01,9,100,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 100}",0.8065859550719253,0.812839948600657,0.796377996876705,0.7882803342396546,0.8360410114537393,0.8080250492485362,0.016344148713455298,89,-0.1649961511075999,-0.1752333234375987,-0.1783836045681134,-0.18770281992150487,-0.16412857648993076,-0.17408889510494951,0.008797489810240276,89
80,0.125,0.0008276738660936182,0.004188728332519531,0.0003990177613597062,0.1,0.01,6,100,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100}",0.8065859550719253,0.812839948600657,0.796377996876705,0.7882803342396546,0.8360410114537393,0.8080250492485362,0.016344148713455298,89,-0.1649961511075999,-0.1752333234375987,-0.1783836045681134,-0.18770281992150487,-0.16412857648993076,-0.17408889510494951,0.008797489810240276,89
4,0.5838718414306641,0.02642354982746876,0.005289888381958008,0.000606608529025833,0.01,0.001,3,500,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 500}",0.5113682865765901,0.5568139628238113,0.5156149623769996,0.5486907992437402,0.5678647462696094,0.5400705514581501,0.022579032786633705,91,-0.2622531026168043,-0.2696516949644515,-0.27512999637064856,-0.27404841279466763,-0.26645657202602613,-0.26950795575451963,0.004778861548353074,91
14,0.5875585079193115,0.0028115349131861153,0.004986906051635742,3.2340669551493016e-07,0.01,0.001,9,500,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 500}",0.5018417023074105,0.5584695681144417,0.5217770749736408,0.5486907992437402,0.5676847421252411,0.5396927773528949,0.024375227731892934,92,-0.2647972643306488,-0.2691475562358128,-0.27337435941429095,-0.27404841279466763,-0.26651206193706417,-0.2695759309424969,0.003656162073330497,92
9,0.6101105690002442,0.02311162231747962,0.004986333847045899,9.221591761500223e-07,0.01,0.001,6,500,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 500}",0.5018417023074105,0.5584695681144417,0.5217770749736408,0.5486907992437402,0.5676847421252411,0.5396927773528949,0.024375227731892934,92,-0.2647972643306488,-0.2691475562358128,-0.27337435941429095,-0.27404841279466763,-0.26651206193706417,-0.2695759309424969,0.003656162073330497,92
69,0.5831102848052978,0.0105059947744806,0.004986715316772461,9.702200865447905e-07,0.1,0.001,6,500,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 500}",0.5011229878034793,0.5584695681144417,0.5217770749736408,0.5486732029875053,0.5676847421252411,0.5395455152008617,0.02459779922927684,94,-0.2649882127113177,-0.2691475562358128,-0.27337435941429095,-0.2740537552285037,-0.26651206193706417,-0.2696151891053979,0.0036080249421362974,94
74,0.5833704948425293,0.008272808348409247,0.004689931869506836,0.00039789713738338654,0.1,0.001,9,500,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 500}",0.5011229878034793,0.5584695681144417,0.5217770749736408,0.5486732029875053,0.5676847421252411,0.5395455152008617,0.02459779922927684,94,-0.2649882127113177,-0.2691475562358128,-0.27337435941429095,-0.2740537552285037,-0.26651206193706417,-0.2696151891053979,0.0036080249421362974,94
64,0.5628174304962158,0.006661134368849207,0.004987001419067383,5.223489356090222e-07,0.1,0.001,3,500,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 500}",0.5102662262699535,0.5570805271315178,0.5162471174160949,0.5486732029875053,0.5653389854261761,0.5395212118462496,0.02216386058598311,96,-0.26254867896500494,-0.26957058869868117,-0.2749504061861352,-0.2740537552285037,-0.26723413533693496,-0.269671512883052,0.004555359930828625,96
3,0.44971370697021484,0.0036853111175149246,0.004787731170654297,0.0003988981353824061,0.01,0.001,3,400,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 400}",0.40369891996947094,0.46819652115043586,0.42096619541840896,0.4639239139244258,0.4746368242709913,0.44628447494674656,0.028459402873150685,97,-0.289709413996802,-0.295383142739793,-0.30081157403043596,-0.2986781237079156,-0.2937963539380916,-0.2956757216826077,0.0038627930366219743,97
68,0.47026596069335935,0.006172271612975981,0.00498652458190918,4.264961199760036e-07,0.1,0.001,6,400,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 400}",0.3952294292252281,0.46986840014402376,0.42625409659718494,0.4640908614387571,0.47445961593674946,0.4459804806683887,0.030576066409094292,98,-0.2917595862470922,-0.2949184658068279,-0.29943487535071933,-0.2986316121637252,-0.29384589944805906,-0.29571808780328473,0.002902321588545413,98
73,0.46926150321960447,0.007587218171590153,0.004587841033935547,0.0004882859857523263,0.1,0.001,9,400,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 400}",0.3952294292252281,0.46986840014402376,0.42625409659718494,0.4640908614387571,0.47445961593674946,0.4459804806683887,0.030576066409094292,98,-0.2917595862470922,-0.2949184658068279,-0.29943487535071933,-0.2986316121637252,-0.29384589944805906,-0.29571808780328473,0.002902321588545413,98
8,0.4729180335998535,0.007941027965623227,0.004986858367919922,1.103957834509871e-06,0.01,0.001,6,400,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 400}",0.3952294292252281,0.46986840014402376,0.42625409659718494,0.4639239139244258,0.47445961593674946,0.4459470911655224,0.030556356184395877,100,-0.2917595862470922,-0.2949184658068279,-0.29943487535071933,-0.2986781237079156,-0.29384589944805906,-0.2957273901121228,0.0029117042675985837,100
13,0.49410371780395507,0.03217387886136759,0.0051857948303222655,0.00039734847545909246,0.01,0.001,9,400,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 400}",0.3952294292252281,0.46986840014402376,0.42625409659718494,0.4639239139244258,0.47445961593674946,0.4459470911655224,0.030556356184395877,100,-0.2917595862470922,-0.2949184658068279,-0.29943487535071933,-0.2986781237079156,-0.29384589944805906,-0.2957273901121228,0.0029117042675985837,100
63,0.44202122688293455,0.008456279221946647,0.004587936401367188,0.0004882663113573842,0.1,0.001,3,400,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 400}",0.4028280648827136,0.46838268832587326,0.4212246126435013,0.4640908614387571,0.4725798171112078,0.4458212088804106,0.028327466004103744,102,-0.2899208867559815,-0.2953314361780682,-0.3007444418814653,-0.2986316121637252,-0.29437095720997264,-0.29579986683784254,0.00372266626930834,102
2,0.3418828010559082,0.0025418899756039976,0.004592323303222656,0.00048265924001115654,0.01,0.001,3,300,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 300}",0.27236270103383153,0.36006574961681703,0.30558581454186395,0.3601083793160442,0.36093307694847876,0.33181114429140707,0.036521304796074044,103,-0.32002749066047026,-0.3240244613779596,-0.3294214501369111,-0.32631978708998305,-0.32403338486399585,-0.3247653148258639,0.0030863422745131854,107
72,0.3539684295654297,0.00621881763589404,0.004787349700927734,0.00039894593308417833,0.1,0.001,9,300,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 300}",0.26594442570751264,0.3616953831891968,0.309845420796233,0.36047317946838175,0.3609154381355302,0.3317747694593709,0.038425384643971286,104,-0.3214358261938705,-0.3236116238547358,-0.3284095438603127,-0.32622675689914626,-0.32403785663731133,-0.3247443214890754,0.0023815838180362096,103
67,0.3564640522003174,0.006389266010813674,0.004587888717651367,0.0004888112806821458,0.1,0.001,6,300,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 300}",0.26594442570751264,0.3616953831891968,0.309845420796233,0.36047317946838175,0.3609154381355302,0.3317747694593709,0.038425384643971286,104,-0.3214358261938705,-0.3236116238547358,-0.3284095438603127,-0.32622675689914626,-0.32403785663731133,-0.3247443214890754,0.0023815838180362096,103
12,0.35546135902404785,0.00544745703118473,0.0045870780944824215,0.0004899044456391172,0.01,0.001,9,300,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 300}",0.26594442570751264,0.3616953831891968,0.309845420796233,0.3601083793160442,0.3609154381355302,0.33170180942890337,0.03837113243004531,106,-0.3214358261938705,-0.3236116238547358,-0.3284095438603127,-0.32631978708998305,-0.32403785663731133,-0.3247629275272427,0.002393426564697132,105
7,0.38219528198242186,0.01785918148086721,0.004787445068359375,0.0003989936737718901,0.01,0.001,6,300,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 300}",0.26594442570751264,0.3616953831891968,0.309845420796233,0.3601083793160442,0.3609154381355302,0.33170180942890337,0.03837113243004531,106,-0.3214358261938705,-0.3236116238547358,-0.3284095438603127,-0.32631978708998305,-0.32403785663731133,-0.3247629275272427,0.002393426564697132,105
62,0.3402072906494141,0.006341386587478099,0.003789997100830078,0.0007461236444315262,0.1,0.001,3,300,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 300}",0.2717337394483724,0.36029485740439504,0.30558581454186395,0.36047317946838175,0.359534035522701,0.3315243252771428,0.03660066676666623,108,-0.32016577488522285,-0.32396645293950643,-0.3294214501369111,-0.32622675689914626,-0.32438787691596366,-0.32483366235535005,0.003024184498315632,108
71,0.23927903175354004,0.004572689718689648,0.004388761520385742,0.0004886556471492246,0.1,0.001,9,200,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 200}",0.10790779500652714,0.22978618709793686,0.16796871633242882,0.23355442266559356,0.22253626642234337,0.19235067750496596,0.04844670516619373,109,-0.3543518316483051,-0.3554804909893737,-0.3605889471493392,-0.35713372090951506,-0.35740173574778916,-0.3569913452888645,0.0021157099643198825,109
66,0.24066829681396484,0.004397084639656614,0.004587697982788086,0.0004885584819077062,0.1,0.001,6,200,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 200}",0.10790779500652714,0.22978618709793686,0.16796871633242882,0.23355442266559356,0.22253626642234337,0.19235067750496596,0.04844670516619373,109,-0.3543518316483051,-0.3554804909893737,-0.3605889471493392,-0.35713372090951506,-0.35740173574778916,-0.3569913452888645,0.0021157099643198825,109
1,0.23259620666503905,0.001688100052353611,0.004693365097045899,0.0007450427259774657,0.01,0.001,3,200,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200}",0.11219735466181213,0.22859944088838935,0.16490990432584107,0.23312895690260926,0.22253626642234337,0.19227438464019903,0.0470436664987106,111,-0.35349886771891154,-0.35575424792589316,-0.36125115899219573,-0.3572328323756155,-0.35740173574778916,-0.357027768552081,0.002533532132044546,113
11,0.2411648750305176,0.003630003253002827,0.004694461822509766,0.0003957900940587177,0.01,0.001,9,200,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 200}",0.10790779500652714,0.22978618709793686,0.16796871633242882,0.23312895690260926,0.22253626642234337,0.1922655843523691,0.048374578982039174,112,-0.3543518316483051,-0.3554804909893737,-0.3605889471493392,-0.3572328323756155,-0.35740173574778916,-0.35701116758208457,0.002117414642661259,111
6,0.24785170555114747,0.010172446926797737,0.00458836555480957,0.0004883245778604253,0.01,0.001,6,200,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 200}",0.10790779500652714,0.22978618709793686,0.16796871633242882,0.23312895690260926,0.22253626642234337,0.1922655843523691,0.048374578982039174,112,-0.3543518316483051,-0.3554804909893737,-0.3605889471493392,-0.3572328323756155,-0.35740173574778916,-0.35701116758208457,0.002117414642661259,111
61,0.22161808013916015,0.010032724896059457,0.004587697982788086,0.0004887529326376445,0.1,0.001,3,200,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200}",0.11184703308656407,0.22869927641418453,0.16490990432584107,0.23355442266559356,0.22142273623890119,0.1920866745462169,0.04711186297835417,114,-0.35356860510186916,-0.3557312261240484,-0.36125115899219573,-0.35713372090951506,-0.3576575902676161,-0.35706846027904887,0.002525212191670631,114
