,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error
94,0.8357152462005615,0.005695432097280669,0.004986953735351562,3.162979879718208e-07,0.1,0.1,3,500,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500}",0.41610462818399885,0.4565324863453918,0.42194992202517134,0.40549389482800324,0.4257076006455759,0.4251577064056282,0.017109019794380384,11,-0.248919523477938,-0.24423092352025386,-0.2537041107798233,-0.25047222207773545,-0.2508038387916402,-0.24962612372947818,0.003109351790275275,11
90,0.1804253101348877,0.0016203758806073152,0.004587888717651367,0.0004881300496528535,0.1,0.1,3,100,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100}",0.41321055626311975,0.455645256267349,0.4236353727283896,0.40549513289229977,0.4258520027496885,0.4247676641801693,0.01709316104654502,12,-0.24953564461090116,-0.24443020006381172,-0.2533339716330806,-0.2504719612722751,-0.25077230530889216,-0.24970881657779218,0.002924001645435969,12
24,1.394728422164917,0.014292478587252883,0.00728302001953125,0.0008690424305325835,0.01,0.01,6,500,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 500}",0.4071999305292474,0.4661452022232063,0.4106942323764433,0.42094905380950176,0.415817328211215,0.4241611494299228,0.02150180644167196,13,-0.2508104153645258,-0.24206133956387757,-0.256162243343655,-0.24719506543470504,-0.2529542499879265,-0.24983666273893798,0.004860333346840097,13
30,0.18062548637390136,0.0004888506173726121,0.004388046264648437,0.0004885584586378531,0.01,0.1,3,100,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100}",0.4115366868882252,0.4547117555524518,0.4281195343355264,0.40187460134407094,0.4238585555478487,0.42402022673362455,0.017916851802648473,14,-0.24989130252826902,-0.24463969399184946,-0.2523465683676639,-0.2512334900761619,-0.25120726997725285,-0.24986366498823945,0.0027253308472295085,14
95,0.2666014671325684,0.0027272717816621025,0.004986715316772461,5.519789172549355e-07,0.1,0.1,6,100,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100}",0.3991164551220415,0.45477281213644993,0.4157312622222846,0.4219438063753481,0.40647844980451175,0.4196085571321272,0.019231940089763953,15,-0.25251466198468453,-0.2446259973072742,-0.2550651338697703,-0.24698264576321935,-0.2549681257081096,-0.2508313129266116,0.004270604282519659,15
97,0.7367668151855469,0.019206920863807528,0.004888916015625,0.00019605237318616407,0.1,0.1,6,300,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 300}",0.39911528452030776,0.45477363480295063,0.41573125262117516,0.4219439273199197,0.4064784257093105,0.41960850499473273,0.01923249700527168,16,-0.2525149079507787,-0.24462581275513373,-0.255065135965474,-0.24698261992558268,-0.25496813088358156,-0.2508313214961101,0.0042706833816831885,16
96,0.5095607757568359,0.011459106081663395,0.004987049102783203,6.289914111267528e-07,0.1,0.1,6,200,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 200}",0.3991152833907641,0.45477363230435763,0.41573125460783944,0.4219439277254141,0.4064784260005433,0.4196085048057837,0.019232496222273368,17,-0.2525149081881176,-0.24462581331565353,-0.25506513553183036,-0.24698261983895606,-0.2549681308210269,-0.2508313215391169,0.004270683155018145,17
98,0.9492041587829589,0.0029840455317349177,0.00498652458190918,4.523674478771752e-07,0.1,0.1,6,400,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 400}",0.3991152840096317,0.4547736339965579,0.41573125262117516,0.4219439273199197,0.406478425418075,0.41960850467307187,0.019232496858982165,18,-0.2525149080580816,-0.2446258129360352,-0.255065135965474,-0.24698261992558268,-0.2549681309461368,-0.25083132156626203,0.0042706833496905195,18
99,1.1714170455932618,0.0064664032462435905,0.0051863670349121095,0.0003993273457524769,0.1,0.1,6,500,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 500}",0.39911528349895287,0.45477363319015984,0.41573125262117516,0.4219439273199197,0.40647842512683685,0.41960850435140884,0.019232496712691668,19,-0.2525149081653851,-0.24462581311693785,-0.255065135965474,-0.24698261992558268,-0.2549681310086926,-0.2508313216364144,0.004270683317697661,19
31,0.35177364349365237,0.0022208597174840413,0.00518641471862793,0.00039870765714882216,0.01,0.1,3,200,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200}",0.4073439615299619,0.4532024413981023,0.41589074891262945,0.3985425891558608,0.4114390028455278,0.41728374876841645,0.018848259429964473,20,-0.2507799441555063,-0.24497803156304285,-0.2550303191793529,-0.25193229876265516,-0.25390039975679657,-0.2513241986834708,0.0035017703213693816,20
19,0.8709064960479737,0.001283905885381423,0.005186319351196289,0.0003987552553013956,0.01,0.01,3,500,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",0.39096767860067694,0.42854164662610206,0.4188566243722064,0.3823282876096924,0.4084408378710662,0.40582701501594887,0.01712044010821774,21,-0.25422111262517155,-0.2504414156476013,-0.2543820237029489,-0.255305555583656,-0.25454627019848686,-0.2537792755515729,0.0017098330676919788,21
79,0.8724046230316163,0.002156375645997743,0.005686283111572266,0.00039798984245276273,0.1,0.01,3,500,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 500}",0.3910417195999948,0.4287102881446212,0.4176076471804252,0.3818814921641792,0.409500314311235,0.4057482922800911,0.017134075112621702,22,-0.25420565912896237,-0.2504044593787883,-0.25465523237639587,-0.25539787706809514,-0.2543182231553047,-0.2537962902215093,0.0017462746294899319,22
32,0.5226248741149903,0.0019448172833619732,0.00518651008605957,0.00039842135530564475,0.01,0.1,3,300,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 300}",0.39703777836193876,0.4449542876413738,0.4000640982820157,0.38767411570866817,0.3977597337572818,0.4054980027502556,0.02017658488525052,23,-0.2529510553550186,-0.24681879821506728,-0.25846229609124627,-0.2541983448308459,-0.25683401437405173,-0.25385290177324593,0.004013597365276992,23
86,0.8924522399902344,0.007256584296173133,0.0065821647644042965,0.0004889280814438333,0.1,0.01,9,200,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 200}",0.38611787410650034,0.4381766539551393,0.3922381464602098,0.3958527116148902,0.3950460720562049,0.4014862916385889,0.01866072231052947,24,-0.2552313036234138,-0.24832117139320142,-0.26014260873114375,-0.25249502442935823,-0.2574120040192365,-0.25472042243927073,0.00406960748531943,24
87,1.319724941253662,0.0030204182843921153,0.0070831298828125,0.0002031567720384792,0.1,0.01,9,300,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 300}",0.38285536210173066,0.4428934974134765,0.38700507529123906,0.396486200593148,0.3896264682438306,0.399773320728685,0.022010719329984118,25,-0.25590862564947875,-0.24727657178710757,-0.26126017385661854,-0.25236261071963045,-0.2585624721990022,-0.25507409084236754,0.004884389496466097,25
33,0.6893912792205811,0.004101195062926985,0.005385255813598633,0.0004887334677845756,0.01,0.1,3,400,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 400}",0.3871015171974457,0.4449545421894372,0.387403459335415,0.37714258405698353,0.3935247425464561,0.3980253690651475,0.024045162277770468,26,-0.2550267389786369,-0.24681874161859882,-0.2611752638544383,-0.2563750328641925,-0.25773546880393716,-0.2554262492239608,0.004765136940287127,26
26,0.8933589935302735,0.003444157036679057,0.006383085250854492,0.0004884027398856699,0.01,0.01,9,200,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 200}",0.37746267776470177,0.43849279236434735,0.38488324934060913,0.39212284090115523,0.39079692639199426,0.39675169735256155,0.021504097083563985,27,-0.2570242740127986,-0.24825129630942036,-0.2617119473673692,-0.2532732491350417,-0.25831444229550327,-0.25571504182402666,0.004606597366251752,27
18,0.7008585453033447,0.0011633534086063,0.0055850505828857425,0.0004886944799204637,0.01,0.01,3,400,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 400}",0.37962954330959053,0.41742917603188934,0.4109553440514573,0.3748980462495052,0.3996260679128333,0.39650763551105506,0.016781037541772032,28,-0.25657657192202815,-0.2528647097390655,-0.25610548642146075,-0.2568365558005724,-0.2564357430674998,-0.25576381339012527,0.0014686309707764957,28
78,0.70235276222229,0.0024573626059142288,0.005384206771850586,0.0004866752438978073,0.1,0.01,3,400,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 400}",0.3797177047101201,0.41731233707998394,0.4103651709085949,0.3745605777151799,0.39976899893348294,0.3963449578694724,0.01672690161482231,29,-0.25655834011119694,-0.25289006542566417,-0.25623375236718937,-0.256905874541826,-0.25640521642213693,-0.25579864977360267,0.0014710660332924632,29
88,1.6846396446228027,0.011098151048190853,0.0075798511505126955,0.0004886555540883141,0.1,0.01,9,400,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 400}",0.3807411776929073,0.4397710940140437,0.37949858310360696,0.3959815856771577,0.38037205496497806,0.3952728990905387,0.023076510634914036,30,-0.2563465906091636,-0.2479685565211943,-0.2628549505820138,-0.25246809242483126,-0.26051524534551374,-0.2560306870965433,0.0053753448269987115,30
89,1.9890080451965333,0.00644991156657643,0.007579708099365234,0.0004888310168680151,0.1,0.01,9,500,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 500}",0.3807706580229375,0.43956613880591566,0.3794733213959416,0.39602450068292916,0.38023769580125444,0.39521446294179563,0.023014942558175825,31,-0.2563404887404742,-0.24801391101751974,-0.2628603011720023,-0.25245912344156685,-0.2605434886756524,-0.2560434626094431,0.005368965135755751,31
34,0.8568471431732178,0.006630287058641801,0.00578455924987793,0.000399017390967779,0.01,0.1,3,500,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500}",0.37015398944456546,0.44495453221681036,0.3853064893749889,0.3771429218537491,0.3935247353888288,0.39421653365578846,0.026550804981356167,32,-0.2585286247307542,-0.24681874383592278,-0.2616218945166318,-0.25637496334373217,-0.25773547032483546,-0.25621593935037523,0.0050042863922411035,32
101,0.6562469482421875,0.009892550393319106,0.004787158966064453,0.0003989697784965257,0.1,0.1,9,200,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 200}",0.37836916012333177,0.43988122059608414,0.37672714605089996,0.3914366138968506,0.3727781199194271,0.3918384521173187,0.0248247406367355,33,-0.2568370781310433,-0.24794418320572242,-0.26344131050414166,-0.2534161677469272,-0.2621067740098016,-0.2567491027195272,0.005694437453098882,33
104,1.5431384086608886,0.022081565063550457,0.005088329315185547,0.0002027753589431869,0.1,0.1,9,500,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 500}",0.37836916012333177,0.43988122059608414,0.3767271447227306,0.3914366136629307,0.372778118876376,0.39183845159629066,0.024824740959359392,34,-0.2568370781310433,-0.24794418320572242,-0.26344131078483307,-0.2534161677956313,-0.2621067742277394,-0.2567491028289939,0.005694437554382179,34
103,1.2506181716918945,0.018028993306591416,0.005088424682617188,0.00048719644181900864,0.1,0.1,9,400,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 400}",0.37836916012333177,0.43988122059608414,0.3767271447227306,0.3914366136629307,0.372778118876376,0.39183845159629066,0.024824740959359392,34,-0.2568370781310433,-0.24794418320572242,-0.26344131078483307,-0.2534161677956313,-0.2621067742277394,-0.2567491028289939,0.005694437554382179,34
102,0.9477085590362548,0.009890854396021857,0.005186128616333008,0.0003986121471778341,0.1,0.1,9,300,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 300}",0.37836916012333177,0.43988122059608414,0.3767271447227306,0.3914366136629307,0.372778118876376,0.39183845159629066,0.024824740959359392,34,-0.2568370781310433,-0.24794418320572242,-0.26344131078483307,-0.2534161677956313,-0.2621067742277394,-0.2567491028289939,0.005694437554382179,34
100,0.3539710521697998,0.002004999808019446,0.004986906051635742,2.86102294921875e-07,0.1,0.1,9,100,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 9, 'n_estimators': 100}",0.37836880588839816,0.4398811987885056,0.3767270153845339,0.39143647553234695,0.3727783144211546,0.39183836200298783,0.024824757124709485,37,-0.25683715131004803,-0.24794418803243273,-0.26344133811878645,-0.2534161965555945,-0.26210673337009666,-0.25674912147739165,0.005694431657753841,37
27,1.3220105648040772,0.011889491040839468,0.00738072395324707,0.000488519866388522,0.01,0.01,9,300,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 300}",0.37518606248310327,0.43928381491583357,0.3746144771724669,0.39134185881666483,0.3781585505694657,0.39171695279150687,0.02454523312314491,38,-0.25749381324902954,-0.24807637283583509,-0.2638874180270259,-0.25343589579433656,-0.26098015139776115,-0.25677473026079767,0.005578569924808097,38
35,0.2775688648223877,0.0014284415002884918,0.0051860809326171875,0.0003982787894399549,0.01,0.1,6,100,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100}",0.3817774900395128,0.43476230494545687,0.37390767994553686,0.3899366546852362,0.3755276908800512,0.3911823640991588,0.022506435516949447,39,-0.256132006365878,-0.24907458515845327,-0.26403649585139005,-0.25372827983764323,-0.2615316404318388,-0.2569006015290407,0.005371562245198646,39
28,1.7330472469329834,0.011052382096481274,0.007979154586791992,2.132480599880018e-07,0.01,0.01,9,400,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 400}",0.36858163018312073,0.43204950779387485,0.3597662257519526,0.38382115317770105,0.3680222663003808,0.382448156641406,0.02598859754839707,40,-0.25885112141117544,-0.24967157298046072,-0.26700172211209267,-0.2549968418777853,-0.2630985980024604,-0.2587239712767949,0.006058252116069255,40
17,0.531651496887207,0.0017591079024249622,0.00518641471862793,0.0003985884800268756,0.01,0.01,3,300,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300}",0.3601048710968884,0.39625465992440423,0.39881543648546947,0.35945059933368206,0.38486395944045104,0.379897905256179,0.01708762491376632,41,-0.26058286014726845,-0.2574190914513697,-0.25873112834566875,-0.25999064641460795,-0.2595692436802407,-0.2592585940078311,0.001099824934549552,41
77,0.5297111988067627,0.0020573079891254204,0.005585479736328125,0.00048826631135738416,0.1,0.01,3,300,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300}",0.3600524412551579,0.39624790518432607,0.3977201935386969,0.35936280573226176,0.38490079689887635,0.3796568285218638,0.016883290828378368,42,-0.26059353536392027,-0.25742053145767296,-0.2589667003438853,-0.2600084629429653,-0.2595614714040695,-0.25931014030250266,0.0010850343135682253,42
80,0.30669164657592773,0.0063190964224837855,0.00478672981262207,0.00039839837309879497,0.1,0.01,6,100,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100}",0.3509467458502177,0.3974897160039731,0.37550047724039437,0.36566792480639587,0.3674501047040186,0.37141099372099995,0.01525962355136843,43,-0.2624409555246115,-0.2571556610348278,-0.2637004236614459,-0.2587258040597683,-0.2632176693316339,-0.2610481027224575,0.002616334761984535,43
20,0.30570011138916015,0.002279674655752173,0.004787254333496094,0.0003990174194594779,0.01,0.01,6,100,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100}",0.35104386088371253,0.39758039908257703,0.37568802555106007,0.3656475882645496,0.3657328693451457,0.37113854862540896,0.015382052434562511,44,-0.26242132083711045,-0.2571363082161605,-0.26366082372509175,-0.2587299513717017,-0.2635747165250384,-0.26110462413502056,0.0026741654746677544,44
29,2.076234483718872,0.018459468775498263,0.009175634384155274,0.0003987076286349876,0.01,0.01,9,500,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 500}",0.36255586481471713,0.4222823506645209,0.3448597053061119,0.37257538477936936,0.351047259001516,0.370664112913247,0.02751191569218673,45,-0.2600833253876413,-0.25180924740549226,-0.27009212886444867,-0.25731327104514534,-0.2666086162352307,-0.2611813177875916,0.006524740587123837,45
85,0.45510163307189944,0.0026664649195120463,0.0054875373840332035,0.0006333554008588054,0.1,0.01,9,100,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 100}",0.3453810494672537,0.3910587095675777,0.3606752316207137,0.3518682240025476,0.36305401068248344,0.36240744506811523,0.015654308645003417,46,-0.26356378225819127,-0.2585244178802691,-0.266812109854763,-0.2615249130000199,-0.2641307404843869,-0.262911192695526,0.002767521971142764,46
25,0.45171070098876953,0.006404353119886354,0.005189943313598633,0.0002487469562260832,0.01,0.01,9,100,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 100}",0.34255675096087634,0.3911127565674756,0.35658237730888787,0.35376867232178166,0.3598364348108165,0.3607713983939676,0.016247040493087044,47,-0.2641317322304953,-0.2585129448701004,-0.2676647914504389,-0.2611412105873814,-0.26479703725985376,-0.26324954327965394,0.0031479467151796503,47
105,0.17644381523132324,0.0017023022902660908,0.004388332366943359,0.0004883246709844104,0.1,1,3,100,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 100}",0.35310661399733,0.3937199126879908,0.35318834011949163,0.3370147059103369,0.3576268885638989,0.35893129225580966,0.018757370357591435,48,-0.2620039265038544,-0.2579588959599564,-0.2683698307075586,-0.2645046777127074,-0.2652536215955344,-0.2636181904959222,0.0034834477762366763,48
106,0.34179277420043946,0.0025474881875541472,0.004587745666503907,0.0004884025536674527,0.1,1,3,200,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 200}",0.35310661111798247,0.3937199123340941,0.35318833917872205,0.33701470580305826,0.35762688925919484,0.35893129153861036,0.018757370478149148,49,-0.26200392708694925,-0.2579588960352441,-0.2683698309027268,-0.26450467773410735,-0.26525362145198095,-0.2636181906422017,0.0034834477385857136,49
107,0.5052675724029541,0.003230967569208127,0.004587841033935547,0.0004883831586513309,0.1,1,3,300,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 300}",0.35310661082887307,0.3937199122350029,0.35318833871839106,0.33701470580305826,0.35762688956764144,0.3589312914305934,0.018757370483246293,50,-0.2620039271454966,-0.2579588960563246,-0.2683698309982252,-0.26450467773410735,-0.2652536213882979,-0.2636181906644903,0.0034834477463833342,50
108,0.6689923763275146,0.0042488959133410225,0.00458831787109375,0.0004885780747305744,0.1,1,3,400,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 400}",0.3531066107235772,0.3937199122350029,0.35318833835443786,0.33701470580305826,0.3576268898760875,0.3589312913984327,0.01875737050778218,51,-0.26200392716682,-0.2579588960563246,-0.26836983107372947,-0.26450467773410735,-0.26525362132461494,-0.2636181906711193,0.0034834477590258905,51
109,0.8360670566558838,0.008898769791655551,0.004787540435791016,0.0003989221660422917,0.1,1,3,500,"{'gamma': 0.1, 'learning_rate': 1, 'max_depth': 3, 'n_estimators': 500}",0.35310661063511706,0.3937199122350029,0.35318833801673366,0.33701470580305826,0.3576268899223545,0.35893129132245327,0.01875737053331156,52,-0.26200392718473403,-0.2579588960563246,-0.2683698311437882,-0.26450467773410735,-0.26525362131506247,-0.26361819068680337,0.0034834477755815345,52
16,0.3607499122619629,0.0020345402888412786,0.004986858367919922,2.86102294921875e-07,0.01,0.01,3,200,"{'gamma': 0.01, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200}",0.32774305911132784,0.36422376688436786,0.3718100571392283,0.3345936468398436,0.35290714921178,0.35025553583730956,0.01684545218112804,53,-0.267090900255628,-0.26415935878898283,-0.26447843215807404,-0.26498719059123554,-0.2662262936729991,-0.2653884350933839,0.0011045474804558294,53
76,0.35975399017333987,0.001882469414287711,0.004986286163330078,5.001110306597479e-07,0.1,0.01,3,200,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200}",0.32774305911132784,0.36422376688436786,0.3714926364885529,0.3345936468398436,0.352969615756613,0.350204545016141,0.016766547214325356,54,-0.267090900255628,-0.26415935878898283,-0.26454524341053254,-0.26498719059123554,-0.2662134434011603,-0.2653992272895079,0.0010918829521192437,54
36,0.530103063583374,0.0030202164813476623,0.005585527420043946,0.0004883056640109445,0.01,0.1,6,200,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 200}",0.34340219584726583,0.402484050618251,0.33108137255609305,0.34183735800499526,0.3304714757268802,0.3498552905506971,0.026847377278978946,55,-0.2639618463427369,-0.2560876344431001,-0.2729175205701768,-0.26354089897139427,-0.2708021994444027,-0.26546201995436214,0.005965271776344115,55
37,0.7661839962005615,0.010766814564213877,0.005185937881469727,0.0003989461610585394,0.01,0.1,6,300,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 300}",0.3240729982061983,0.4024847671225774,0.3091436917012772,0.3202000039323577,0.33047165114933474,0.33727462242234907,0.03333412105252855,56,-0.2678189742940452,-0.2560874809007945,-0.2773566836921935,-0.26783787340008275,-0.2708021639681027,-0.26798063525104376,0.006890064503064337,56
38,1.0019709587097168,0.01436646691879501,0.005585813522338867,0.0004886361784207821,0.01,0.1,6,400,"{'gamma': 0.01, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 400}",0.32407265258755824,0.40248476591075344,0.30914357687924554,0.3201996985980057,0.3304716498313447,0.3372744687613815,0.03333419866805922,57,-0.2678190427653577,-0.2560874811604807,-0.27735670674087687,-0.2678379335501966,-0.2708021642346445,-0.2679806656903113,0.0068900701376961235,57
